text,cleaned_text
"Sell the egg, get the 992",Sell egg 992
go 992 gt3rs i promise you it will be better,992 gt3rs promise better
"SELL THE EGG, KEEP THE TACH, MARRY SOPHIA, FIX THE BACKYARD, BUILD BATCAVE, LIFE IS COMPLETE, BUY P1 IN FUTURE",SELL EGG TACH MARRY SOPHIA FIX BACKYARD BUILD BATCAVE LIFE COMPLETE BUY P1 FUTURE
Is it “fedral” or federal crime? 😂,fedral federal crime
"SELL.THE.EGG!!!!! Please keep the house, older you will be kicking himself for keeping the egg and not the house.",SELLTHEEGG house older kicking keeping egg house
Sell the egg,Sell egg
Keep the house and Countach,house Countach
"dang, i realized at the end of the video that i got click baited",dang realized end video got click baited
Sell the egg,Sell egg
Sell the egg,Sell egg
"the egg is cool and all, but please sell it, the house is way more valuable, also put a ring on Sophia's finger for the love of god.",egg cool sell house way valuable ring Sophias finger love god
SO NOW YOUR A STOOLIE??    SNITCHS GET STICHES INCASE YOU HAVENT HEARD MIND YOUR OWN BIZZ LIKE YOUR SO INOCENT LOOK HOW YOU DRIVE SPEEDING JUST CAUSE YOU HAVENT CRASHED YET. DONT MAKE YOU BETTER.. DONT MAKE JUDGEMENTS TILL YOUR PERFICT ..🦃,STOOLIE SNITCHS STICHES INCASE HAVENT HEARD MIND BIZZ LIKE INOCENT LOOK DRIVE SPEEDING CAUSE HAVENT CRASHED DONT BETTER DONT JUDGEMENTS TILL PERFICT
Sell the egg and keep the house,Sell egg house
"I love you your content but... 













Sell. The. Egg.",love content Sell Egg
"10:29 Wake up, got me dying",1029 Wake got dying
991 gt3rs is my fav 3rs ever,991 gt3rs fav 3rs
Strad is literally just using YouTube as a community liquidation sale for all his posessions.  That’s all it’s been for months,Strad literally YouTube community liquidation sale posessions Thats months
GT3RS or TURBO S PLSSSSS,GT3RS TURBO PLSSSSS
"992 gt3rs has a gintani exhaust system built for it, sounds heavenly",992 gt3rs gintani exhaust system built sounds heavenly
"what if you sell the egg, keep the house, and start collecting unique JDM cars. You'd have a crazy and beautiful car collection in that nice 30+ car garage house.",sell egg house start collecting unique JDM cars Youd crazy beautiful car collection nice 30 car garage house
sell the egg,sell egg
Strad is trying to cover his mistake by blaming the truck. 😂. He was probably driving it to see what being a trucker was like.,Strad trying cover mistake blaming truck probably driving trucker like
"strad..........please for the love of god just sell the egg


and marry sophia",stradplease love god sell eggand marry sophia
"Dang, makes me think twice about moving to Utah! I'll give you $250k and the dog goes with it.",Dang makes think twice moving Utah Ill 250k dog goes
A big block would be an awesome choice for your dads pickup. Imagine saying your dads pickup has a 10L motor. Make for great headlines and would be a unique choice compated to all the LS builds on youtube.,big block awesome choice dads pickup Imagine saying dads pickup 10L motor great headlines unique choice compated LS builds youtube
More reason to sell.... now you know what you need and can build a better place.,reason sell know need build better place
"Everyone saying sell the egg 😭 I get the view point, but James do what you think is best for you in the long run. ❤️‍🔥❤️‍🔥",saying sell egg view point James think best long run
Everyone saying sell the egg. At least he drives it. Sell the countach. Wasting money to drive it once a year? Lol that makes no sense,saying sell egg drives Sell countach Wasting money drive year Lol makes sense
"Ya...as a postal employee, that's a federal offense to run over a mailbox. If it's intentional.  I don't think it was intentional. Someone should let the Post Office know though.  

As everyone else said....Sell egg, keep house, marry Sophia. Because if you don't I am gonna ask her out. 🤣🤣😛😛",Yaas postal employee thats federal offense run mailbox intentional dont think intentional let Post Office know saidSell egg house marry Sophia dont gonna ask
"11:54 Yes actually, USPS mailboxes are protected under federal law, trucker whom didn’t report it made things worse for themselves since they drove off",1154 Yes actually USPS mailboxes protected federal law trucker didnt report things worse drove
SELL THE EGG MARRY SOPHIA KEEP THE HOUSEEEEE🔥🔥🔥🔥,SELL EGG MARRY SOPHIA HOUSEEEEE
Those perfectly aligned skid marks in the road on the way out aren't you either ya right 😂😂,perfectly aligned skid marks road way arent ya right
Report them to the postal service.,Report postal service
13:12 i've seen better looking dirt roads,1312 ive seen better looking dirt roads
sell the egg bro,sell egg bro
When’s the wedding?,Whens wedding
The way you pronounce federal is kinda funny. Fedrool.,way pronounce federal kinda funny Fedrool
11:20 is the part we got clickbaited for 💀😂,1120 got clickbaited
Didn’t even realise it was the second channel until he said,Didnt realise second channel said
“That’s bad.” As she waits for you to stop talking to dig into the Mac n cheese,Thats bad waits stop talking dig Mac n cheese
"James, I’m Swedish and born near the Koenigsegg factory. Obviously my love for the egg is above any other car. But if selling it would bring us a lot of other awesome car content, I’m behind it. Also marry Sophia!",James Im Swedish born near Koenigsegg factory Obviously love egg car selling bring lot awesome car content Im marry Sophia
GOD THIS GUYS IS 100% NUTZ,GOD GUYS 100 NUTZ
Merry Belated Christmas,Merry Belated Christmas
NOOOOO. I don't know the lore but I don't care. DONT SELL THE COUNTACH. SELL IT TO ME. I HAVE 10 BUCKS,NOOOOO dont know lore dont care DONT SELL COUNTACH SELL 10 BUCKS
"Sell the egg, sell the house.",Sell egg sell house
"I watched this , while my dentist, pulled a tooth. I ain't saying anything. Just telling the truth. No, she did not say ""you watch STRAD?"" I was offended. Hahaha",watched dentist pulled tooth aint saying telling truth watch STRAD offended Hahaha
I think you should get an financial advisor at this point😂,think financial advisor point
Keep the countach. Sell the egg.,countach Sell egg
Marrying my girlfriend and having a baby was the best thing I ever did in life. Just saying,Marrying girlfriend baby best thing life saying
Scotty Kilmer voice over?,Scotty Kilmer voice
Sell your regera,Sell regera
$10 take it or leave it.,10 leave
"Absolutely sell the Egg. This house has been so long in the making, and it’s literally-in your words-your DREAM HOUSE. It seems silly to rid yourself of something you’ve poured so much heart and soul into only to keep one of 13 or so cars…
The car represents a joyful experience; the house, on the other hand-and even the girl, if that’s where you decide to take things-represents a life.
Think about it, man. We love you.",Absolutely sell Egg house long making literallyin wordsyour DREAM HOUSE silly rid youve poured heart soul 13 carsThe car represents joyful experience house handand girl thats decide thingsrepresents lifeThink man love
"That’s truck drivers info will not be hard find drive around look for the house with a bunch new pallets of stuff if anyone’s there asking if they havve the info of who delivered it
Looks like he’s a load Brick",Thats truck drivers info hard find drive look house bunch new pallets stuff anyones asking havve info delivered itLooks like hes load Brick
Its a federal crime what ive heard in my country,federal crime ive heard country
Buy tj hunt guard red GT3 with a GT3 RS engine and it is manual🤷🏻‍♂️,Buy tj hunt guard red GT3 GT3 RS engine manual
That Cadillac has been on the channel but not with the open down(up) pipes and top turbskis,Cadillac channel open downup pipes turbskis
Sell the egggg,Sell egggg
Sell the egg.,Sell egg
Sell the EGG,Sell EGG
Clickbait title again,Clickbait title
The egg is a milestone. The bug was a milestone. You've made it dude. We all respect it. We'd all respect you selling it. For the channel there's not much you can do with it. Modify it and it loses value. Take more trips and get back to the shenanigans. Like skis and tracks on aventadors...,egg milestone bug milestone Youve dude respect Wed respect selling channel theres Modify loses value trips shenanigans Like skis tracks aventadors
Sell the egg keep house and girl. Build an overland vehicle,Sell egg house girl Build overland vehicle
"Your video always put a smile on my face even though i'm facing a really hard time now, i just got bankrupt, become homeless with no money what so ever and recently got left by my wife, but watching your video wether on your main channel or this one has always put me in Cheer.
Been watching your video since 2016, love to meet you someday when i already get back on my feet, love from your biggest fan in indonesia 😊",video smile face im facing hard time got bankrupt homeless money recently got left wife watching video wether main channel CheerBeen watching video 2016 love meet someday feet love biggest fan indonesia
"Strad saying he can't show us the footage because he's going to the airport. Ever hear about editing buddy? Obviously joking around, Strad is one of the best around, even if this video could be considered slight clickbait for audience adrenaline rush.",Strad saying cant footage hes going airport hear editing buddy Obviously joking Strad best video considered slight clickbait audience adrenaline rush
